epoch,train_loss,train_bce,train_reg,train_mono,val_loss,val_mAP,lr,time_sec,best_val_loss
0,0.707638,0.693325,0.000000,0.028625,5.505042,0.512841,0.010000,92.2,inf
1,0.623873,0.609742,0.000000,0.028263,4.657067,0.585164,0.010000,91.6,5.505042
2,0.554172,0.536989,0.000000,0.034364,6.053901,0.603092,0.010000,92.1,4.657067
3,0.496720,0.481187,0.000000,0.031066,6.035760,0.611636,0.010000,91.9,4.657067
4,0.457622,0.441736,0.000000,0.031773,4.743161,0.627584,0.010000,91.5,4.657067
5,0.376878,0.360404,0.000000,0.032947,8.860887,0.579532,0.010000,91.5,4.657067
6,0.330641,0.316087,0.000000,0.029107,5.514581,0.596676,0.010000,91.6,4.657067
7,0.273398,0.259292,0.000000,0.028212,7.237040,0.657150,0.010000,91.5,4.657067
8,0.237570,0.223437,0.000000,0.028266,8.193599,0.636422,0.010000,91.5,4.657067
9,0.187429,0.176665,0.000000,0.021527,9.619646,0.641748,0.010000,91.5,4.657067
10,0.178264,0.166199,0.000000,0.024131,7.701430,0.611068,0.010000,91.5,4.657067
11,0.115905,0.107775,0.000000,0.016259,15.466574,0.660170,0.010000,91.6,4.657067
12,0.105193,0.097587,0.000000,0.015212,14.784072,0.582315,0.010000,91.5,4.657067
13,0.055296,0.048528,0.000000,0.013535,20.673056,0.597884,0.010000,91.5,4.657067
14,0.104162,0.094976,0.000000,0.018372,13.278866,0.639448,0.010000,91.5,4.657067
15,0.079267,0.070578,0.000000,0.017379,15.172157,0.677852,0.010000,91.5,4.657067
16,0.064724,0.057542,0.000000,0.014365,19.588282,0.593585,0.010000,91.5,4.657067
17,0.047045,0.042309,0.000000,0.009472,19.735964,0.595798,0.010000,91.4,4.657067
18,0.079337,0.072474,0.000000,0.013726,18.055548,0.605705,0.010000,91.4,4.657067
19,0.057083,0.052070,0.000000,0.010027,22.194731,0.591258,0.001000,92.3,4.657067
20,0.013383,0.010085,0.000000,0.006596,22.336530,0.602839,0.001000,91.5,4.657067
21,0.008082,0.005410,0.000000,0.005345,23.263410,0.600930,0.001000,91.4,4.657067
22,0.005567,0.003293,0.000000,0.004547,23.548407,0.589642,0.001000,91.5,4.657067
23,0.006845,0.004510,0.000000,0.004669,27.022001,0.589388,0.001000,91.5,4.657067
24,0.006297,0.003985,0.000000,0.004624,25.030521,0.596742,0.001000,91.5,4.657067
25,0.003624,0.001985,0.000000,0.003277,25.954304,0.597981,0.001000,91.4,4.657067
26,0.003235,0.001511,0.000000,0.003448,26.075202,0.600465,0.001000,91.5,4.657067
27,0.004872,0.002920,0.000000,0.003905,28.644433,0.596157,0.001000,91.5,4.657067
28,0.003121,0.001320,0.000000,0.003601,25.441993,0.597617,0.001000,91.4,4.657067
29,0.003819,0.002053,0.000000,0.003532,27.828234,0.595467,0.001000,91.4,4.657067
30,0.003326,0.001344,0.000000,0.003964,26.556470,0.595772,0.001000,91.5,4.657067
31,0.002626,0.000981,0.000000,0.003291,28.791697,0.597164,0.001000,91.8,4.657067
32,0.002302,0.000808,0.000000,0.002989,28.157544,0.596381,0.001000,92.5,4.657067
33,0.002653,0.001213,0.000000,0.002880,28.652577,0.593699,0.001000,92.5,4.657067
34,0.002621,0.000857,0.000000,0.003529,28.301003,0.593882,0.001000,92.8,4.657067
35,0.002273,0.000814,0.000000,0.002919,30.928042,0.595109,0.001000,92.8,4.657067
36,0.002571,0.000891,0.000000,0.003362,29.995197,0.597145,0.001000,93.3,4.657067
37,0.003911,0.002457,0.000000,0.002907,30.772340,0.585854,0.001000,93.0,4.657067
38,0.002014,0.000658,0.000000,0.002712,30.272640,0.588198,0.001000,92.2,4.657067
39,0.002481,0.001076,0.000000,0.002810,30.900105,0.587799,0.000100,91.7,4.657067
40,0.002349,0.000614,0.000000,0.003470,29.654646,0.588307,0.000100,91.6,4.657067
41,0.002203,0.000550,0.000000,0.003307,29.900405,0.598134,0.000100,91.6,4.657067
42,0.002368,0.000787,0.000000,0.003162,29.115953,0.585739,0.000100,91.6,4.657067
43,0.002648,0.001037,0.000000,0.003221,31.419289,0.583832,0.000100,91.6,4.657067
44,0.002230,0.000875,0.000000,0.002711,30.901178,0.586208,0.000100,91.9,4.657067
45,0.002140,0.000669,0.000000,0.002942,28.305493,0.587013,0.000100,91.5,4.657067
46,0.002567,0.001192,0.000000,0.002750,29.775895,0.582654,0.000100,91.4,4.657067
47,0.001894,0.000509,0.000000,0.002769,28.350589,0.594312,0.000100,91.7,4.657067
48,0.002310,0.000711,0.000000,0.003198,31.206316,0.580207,0.000100,91.6,4.657067
49,0.001858,0.000587,0.000000,0.002544,31.668646,0.586373,0.000100,91.6,4.657067
