epoch,train_loss,train_bce,train_reg,train_mono,val_loss,val_mAP,lr,time_sec,best_val_loss
0,0.731614,0.731614,0.000000,0.000000,3.348299,0.506593,0.010000,91.6,inf
1,0.656085,0.656085,0.000000,0.000000,6.329316,0.547401,0.010000,90.9,3.348299
2,0.634901,0.634901,0.000000,0.000000,4.709767,0.442084,0.010000,90.9,3.348299
3,0.633304,0.633304,0.000000,0.000000,4.067512,0.543557,0.010000,90.7,3.348299
4,0.617709,0.617709,0.000000,0.000000,6.336662,0.534699,0.010000,90.7,3.348299
5,0.595248,0.595248,0.000000,0.000000,8.037771,0.444628,0.010000,91.2,3.348299
6,0.576866,0.576866,0.000000,0.000000,5.256410,0.510741,0.010000,90.6,3.348299
7,0.557876,0.557876,0.000000,0.000000,4.852751,0.524646,0.010000,90.7,3.348299
8,0.543101,0.543101,0.000000,0.000000,3.992466,0.546016,0.010000,90.6,3.348299
9,0.510176,0.510176,0.000000,0.000000,4.400137,0.498378,0.010000,90.8,3.348299
10,0.512400,0.512400,0.000000,0.000000,5.736775,0.544118,0.010000,91.0,3.348299
11,0.484895,0.484895,0.000000,0.000000,8.653632,0.507131,0.010000,90.8,3.348299
12,0.476111,0.476111,0.000000,0.000000,4.845488,0.551184,0.010000,90.2,3.348299
13,0.437018,0.437018,0.000000,0.000000,5.555086,0.509927,0.010000,90.3,3.348299
14,0.424617,0.424617,0.000000,0.000000,4.848872,0.538449,0.010000,90.6,3.348299
15,0.393838,0.393838,0.000000,0.000000,5.446058,0.510210,0.010000,90.5,3.348299
16,0.372756,0.372756,0.000000,0.000000,7.843406,0.524366,0.010000,90.5,3.348299
17,0.352197,0.352197,0.000000,0.000000,5.867609,0.575697,0.010000,89.9,3.348299
18,0.318201,0.318201,0.000000,0.000000,7.863440,0.538171,0.010000,89.5,3.348299
19,0.299222,0.299222,0.000000,0.000000,7.569421,0.523260,0.001000,89.7,3.348299
20,0.164465,0.164465,0.000000,0.000000,8.587169,0.532340,0.001000,89.6,3.348299
21,0.130385,0.130385,0.000000,0.000000,8.925210,0.526676,0.001000,89.6,3.348299
22,0.097338,0.097338,0.000000,0.000000,10.556388,0.546127,0.001000,89.5,3.348299
23,0.069259,0.069259,0.000000,0.000000,12.180809,0.543242,0.001000,89.5,3.348299
24,0.064432,0.064432,0.000000,0.000000,12.107807,0.531657,0.001000,89.5,3.348299
25,0.055824,0.055824,0.000000,0.000000,13.387207,0.538179,0.001000,89.5,3.348299
26,0.043775,0.043775,0.000000,0.000000,15.477601,0.557130,0.001000,89.5,3.348299
27,0.036476,0.036476,0.000000,0.000000,15.914867,0.550078,0.001000,89.5,3.348299
28,0.031237,0.031237,0.000000,0.000000,15.399658,0.542183,0.001000,89.5,3.348299
29,0.029759,0.029759,0.000000,0.000000,16.472823,0.570228,0.001000,89.5,3.348299
30,0.021743,0.021743,0.000000,0.000000,18.620486,0.553592,0.001000,89.5,3.348299
31,0.017955,0.017955,0.000000,0.000000,16.932272,0.544539,0.001000,89.6,3.348299
32,0.019904,0.019904,0.000000,0.000000,20.486199,0.572222,0.001000,89.5,3.348299
33,0.013681,0.013681,0.000000,0.000000,21.527039,0.557462,0.001000,89.6,3.348299
34,0.010288,0.010288,0.000000,0.000000,21.075173,0.560059,0.001000,89.5,3.348299
35,0.015454,0.015454,0.000000,0.000000,21.029620,0.558448,0.001000,89.5,3.348299
36,0.010348,0.010348,0.000000,0.000000,21.768974,0.560940,0.001000,89.5,3.348299
37,0.009071,0.009071,0.000000,0.000000,19.682361,0.567029,0.001000,89.5,3.348299
38,0.011186,0.011186,0.000000,0.000000,23.825149,0.544117,0.001000,89.5,3.348299
39,0.010790,0.010790,0.000000,0.000000,21.448099,0.549626,0.000100,89.6,3.348299
40,0.009796,0.009796,0.000000,0.000000,23.270196,0.556725,0.000100,89.5,3.348299
41,0.005986,0.005986,0.000000,0.000000,22.609766,0.550801,0.000100,89.5,3.348299
42,0.005215,0.005215,0.000000,0.000000,22.508732,0.537770,0.000100,89.5,3.348299
43,0.006468,0.006468,0.000000,0.000000,23.053521,0.542377,0.000100,89.5,3.348299
44,0.009124,0.009124,0.000000,0.000000,21.838753,0.541994,0.000100,89.6,3.348299
45,0.005440,0.005440,0.000000,0.000000,20.307019,0.548024,0.000100,89.7,3.348299
46,0.004601,0.004601,0.000000,0.000000,21.598607,0.553570,0.000100,89.7,3.348299
47,0.005047,0.005047,0.000000,0.000000,22.533639,0.550011,0.000100,89.6,3.348299
48,0.008442,0.008442,0.000000,0.000000,21.896447,0.549436,0.000100,89.7,3.348299
49,0.005799,0.005799,0.000000,0.000000,24.060319,0.553033,0.000100,89.5,3.348299
