epoch,train_loss,train_bce,train_reg,train_mono,val_loss,val_mAP,lr,time_sec,best_val_loss
0,0.610066,0.602691,0.014751,0.000000,3.244882,0.612566,0.010000,90.9,inf
1,0.502080,0.489550,0.025059,0.000000,4.183997,0.538913,0.010000,89.9,3.244882
2,0.426422,0.409991,0.032861,0.000000,4.017761,0.694579,0.010000,90.2,3.244882
3,0.336680,0.316030,0.041301,0.000000,8.050841,0.658857,0.010000,89.9,3.244882
4,0.261318,0.238326,0.045986,0.000000,12.380340,0.587544,0.010000,89.8,3.244882
5,0.233731,0.207623,0.052215,0.000000,10.783785,0.663335,0.010000,89.9,3.244882
6,0.195885,0.167709,0.056351,0.000000,8.275254,0.684464,0.010000,89.9,3.244882
7,0.117656,0.088956,0.057400,0.000000,12.745013,0.650301,0.010000,89.8,3.244882
8,0.118234,0.087805,0.060857,0.000000,18.208233,0.671439,0.010000,90.1,3.244882
9,0.087669,0.057506,0.060327,0.000000,9.866392,0.615446,0.010000,89.7,3.244882
10,0.125105,0.094950,0.060310,0.000000,10.067199,0.665655,0.010000,89.7,3.244882
11,0.088359,0.058271,0.060175,0.000000,15.552245,0.657893,0.010000,90.2,3.244882
12,0.061456,0.029206,0.064500,0.000000,15.907384,0.674788,0.010000,90.3,3.244882
13,0.042330,0.013257,0.058147,0.000000,13.581824,0.708583,0.010000,89.8,3.244882
14,0.035904,0.006019,0.059770,0.000000,12.833106,0.707490,0.010000,90.8,3.244882
15,0.035630,0.005048,0.061164,0.000000,12.500656,0.707100,0.010000,90.7,3.244882
16,0.033912,0.004843,0.058137,0.000000,14.078816,0.727771,0.010000,90.6,3.244882
17,0.035871,0.004894,0.061953,0.000000,14.054841,0.757036,0.010000,90.2,3.244882
18,0.036102,0.005754,0.060697,0.000000,10.781513,0.717995,0.010000,90.3,3.244882
19,0.034854,0.004979,0.059750,0.000000,9.736377,0.722421,0.001000,90.2,3.244882
20,0.034535,0.004733,0.059604,0.000000,10.442462,0.720030,0.001000,90.5,3.244882
21,0.034258,0.004983,0.058551,0.000000,11.073062,0.724943,0.001000,89.9,3.244882
22,0.034389,0.004587,0.059605,0.000000,10.503778,0.724129,0.001000,89.9,3.244882
23,0.032640,0.004565,0.056151,0.000000,9.594568,0.720494,0.001000,89.8,3.244882
24,0.033399,0.004609,0.057579,0.000000,8.605112,0.722971,0.001000,89.7,3.244882
25,0.033228,0.004457,0.057543,0.000000,11.654366,0.732400,0.001000,89.8,3.244882
26,0.032893,0.005476,0.054834,0.000000,8.917703,0.719616,0.001000,89.9,3.244882
27,0.033934,0.005928,0.056013,0.000000,10.807626,0.723708,0.001000,89.7,3.244882
28,0.032856,0.004382,0.056947,0.000000,9.108952,0.717026,0.001000,90.3,3.244882
29,0.032377,0.005575,0.053603,0.000000,10.367505,0.719640,0.001000,90.1,3.244882
30,0.031950,0.004998,0.053904,0.000000,8.645353,0.727946,0.001000,89.7,3.244882
31,0.032233,0.004802,0.054863,0.000000,8.721894,0.726166,0.001000,89.9,3.244882
32,0.033023,0.005815,0.054417,0.000000,8.775114,0.728955,0.001000,90.1,3.244882
33,0.032631,0.005349,0.054565,0.000000,9.667237,0.719476,0.001000,90.0,3.244882
34,0.032083,0.004999,0.054169,0.000000,7.372212,0.715142,0.001000,92.2,3.244882
35,0.032887,0.004667,0.056440,0.000000,8.662508,0.713701,0.001000,91.7,3.244882
36,0.033723,0.005763,0.055919,0.000000,7.687430,0.715450,0.001000,91.2,3.244882
37,0.032672,0.004793,0.055758,0.000000,8.459280,0.719037,0.001000,91.3,3.244882
38,0.032615,0.004954,0.055323,0.000000,10.259394,0.715796,0.001000,91.4,3.244882
39,0.032118,0.004310,0.055616,0.000000,8.210555,0.709376,0.000100,90.7,3.244882
40,0.033859,0.005053,0.057611,0.000000,8.656787,0.717177,0.000100,90.7,3.244882
41,0.032832,0.004996,0.055672,0.000000,9.028009,0.712448,0.000100,90.6,3.244882
42,0.032100,0.004536,0.055127,0.000000,9.757735,0.715898,0.000100,90.7,3.244882
43,0.032241,0.004887,0.054708,0.000000,8.289478,0.714885,0.000100,90.7,3.244882
44,0.033090,0.003875,0.058431,0.000000,8.884643,0.716674,0.000100,90.7,3.244882
45,0.033564,0.004228,0.058671,0.000000,8.683565,0.712250,0.000100,90.6,3.244882
46,0.033215,0.004810,0.056811,0.000000,9.654793,0.713399,0.000100,91.1,3.244882
47,0.033245,0.004657,0.057175,0.000000,8.204706,0.716653,0.000100,90.4,3.244882
48,0.033947,0.005296,0.057302,0.000000,8.793816,0.712206,0.000100,90.6,3.244882
49,0.032947,0.004869,0.056155,0.000000,8.596534,0.712574,0.000100,90.5,3.244882
