epoch,train_loss,train_bce,train_reg,train_mono,val_loss,val_mAP,lr,time_sec,best_val_loss
0,0.654539,0.633024,0.010560,0.032469,3.903757,0.521051,0.010000,122.2,inf
1,0.534107,0.506958,0.020196,0.034102,4.224964,0.617470,0.010000,136.4,3.903757
2,0.471896,0.439942,0.028326,0.035581,4.042757,0.687558,0.010000,130.5,3.903757
3,0.391434,0.358772,0.031439,0.033885,5.589022,0.619972,0.010000,118.8,3.903757
4,0.295753,0.260608,0.042075,0.028216,6.962374,0.650734,0.010000,123.5,3.903757
5,0.260204,0.222842,0.046648,0.028075,10.924302,0.539611,0.010000,118.6,3.903757
6,0.184151,0.146162,0.053315,0.022664,8.702235,0.570382,0.010000,133.3,3.903757
7,0.204313,0.164657,0.054813,0.024499,5.139171,0.592522,0.010000,125.9,3.903757
8,0.169232,0.131529,0.053218,0.022187,18.947570,0.572867,0.010000,157.1,3.903757
9,0.109302,0.075184,0.054694,0.013541,9.499331,0.485884,0.010000,161.8,3.903757
10,0.080024,0.045088,0.058994,0.010877,22.836562,0.616427,0.010000,163.0,3.903757
11,0.108646,0.073617,0.058125,0.011932,10.923410,0.637300,0.010000,195.1,3.903757
12,0.075324,0.039036,0.060903,0.011674,14.882735,0.655547,0.010000,141.6,3.903757
13,0.049315,0.017301,0.055715,0.008312,15.833901,0.682288,0.010000,158.2,3.903757
14,0.038070,0.006755,0.056440,0.006190,18.277448,0.692531,0.010000,169.7,3.903757
15,0.033861,0.004007,0.053784,0.005923,13.487455,0.692709,0.010000,188.8,3.903757
16,0.034433,0.005269,0.051784,0.006544,17.611073,0.691069,0.010000,209.1,3.903757
17,0.033695,0.004455,0.053493,0.004987,10.866107,0.707896,0.010000,185.7,3.903757
18,0.040314,0.009903,0.055292,0.005530,24.112207,0.674889,0.010000,178.5,3.903757
19,0.035591,0.007724,0.051222,0.004511,17.197612,0.682271,0.001000,163.4,3.903757
20,0.032246,0.003825,0.052427,0.004415,12.053784,0.685819,0.001000,168.1,3.903757
21,0.032208,0.005350,0.049571,0.004147,16.235395,0.677239,0.001000,164.8,3.903757
22,0.032017,0.003562,0.052144,0.004767,12.327521,0.696356,0.001000,148.5,3.903757
23,0.032423,0.003939,0.052364,0.004604,13.128457,0.696291,0.001000,162.1,3.903757
24,0.032751,0.003527,0.053142,0.005305,10.903362,0.688935,0.001000,169.6,3.903757
25,0.032379,0.004310,0.051141,0.004997,14.227743,0.692855,0.001000,172.1,3.903757
26,0.032304,0.003374,0.052230,0.005631,10.362736,0.685409,0.001000,153.9,3.903757
27,0.032611,0.004427,0.051742,0.004625,13.387943,0.688393,0.001000,134.4,3.903757
28,0.032235,0.004389,0.051055,0.004637,13.868730,0.686593,0.001000,126.3,3.903757
29,0.030970,0.003972,0.049742,0.004254,12.648117,0.696510,0.001000,124.8,3.903757
30,0.031513,0.004501,0.050264,0.003760,10.717711,0.701688,0.001000,132.7,3.903757
31,0.031165,0.004529,0.048998,0.004274,9.531559,0.694108,0.001000,133.4,3.903757
32,0.032149,0.004513,0.050989,0.004282,10.057548,0.692991,0.001000,120.1,3.903757
33,0.031524,0.003989,0.050921,0.004149,12.636836,0.687174,0.001000,113.7,3.903757
34,0.031050,0.004238,0.049378,0.004246,9.452435,0.700497,0.001000,132.6,3.903757
35,0.032558,0.004632,0.051294,0.004558,10.708195,0.697601,0.001000,127.1,3.903757
36,0.031526,0.004243,0.051051,0.003515,9.903634,0.696697,0.001000,128.6,3.903757
37,0.031731,0.005289,0.049041,0.003843,9.333914,0.699091,0.001000,125.4,3.903757
38,0.031417,0.004524,0.049619,0.004166,11.119256,0.688466,0.001000,138.2,3.903757
39,0.031132,0.004125,0.049815,0.004198,11.343473,0.694643,0.000100,132.8,3.903757
40,0.031638,0.004009,0.051322,0.003937,9.808828,0.700891,0.000100,127.0,3.903757
41,0.032077,0.004652,0.050592,0.004259,10.371916,0.700038,0.000100,142.0,3.903757
42,0.030846,0.004210,0.049513,0.003760,11.182150,0.697467,0.000100,135.4,3.903757
43,0.031816,0.004418,0.050657,0.004139,10.236172,0.696621,0.000100,121.3,3.903757
44,0.031962,0.004610,0.050536,0.004167,11.102273,0.695591,0.000100,120.9,3.903757
45,0.032156,0.003911,0.052259,0.004231,11.871881,0.690457,0.000100,129.4,3.903757
46,0.033395,0.005027,0.052559,0.004175,11.195925,0.692080,0.000100,124.9,3.903757
47,0.031241,0.004075,0.051101,0.003232,11.208425,0.699638,0.000100,132.7,3.903757
48,0.031996,0.004362,0.051745,0.003522,9.934412,0.695460,0.000100,128.1,3.903757
49,0.031445,0.004340,0.050564,0.003646,9.298364,0.694813,0.000100,143.9,3.903757
